color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Color,Joshua Oppenheimer,248,96,50,0,Herman Koto,3,484221,Biography|Crime|Documentary|History,Anwar Congo,The Act of Killing ,23836,6,Syamsul Arifin,1,death squad|mass killing|musical number|reference to guantanamo bay|surrealism,http://www.imdb.com/title/tt2375605/?ref_=fn_tt_tt_1,107,Indonesian,UK,Not Rated,1000000,2012,3,8.2,1.85,20000
Color,Joe Kenemore,,52,0,0,Jack Canfield,8,,Documentary,Bob Proctor,Rise of the Entrepreneur: The Search for a Better Way ,78,10,Eric Worre,0,business|entrepreneur|network marketing,http://www.imdb.com/title/tt4273494/?ref_=fn_tt_tt_1,10,English,USA,G,450000,2014,2,8.2,,460
Color,Amal Al-Agroobi,,62,58,,,,,Documentary|Family,,The Brain That Sings ,18,0,,1,autism|middle east|music therapy|united arab emirates,http://www.imdb.com/title/tt2638024/?ref_=fn_tt_tt_1,,Arabic,United Arab Emirates,,125000,2013,,8.2,,54
Color,Joss Whedon,703,173,0,19000,Robert Downey Jr.,26000,623279547,Action|Adventure|Sci-Fi,Chris Hemsworth,The Avengers ,995415,87697,Scarlett Johansson,3,alien invasion|assassin|battle|iron man|soldier,http://www.imdb.com/title/tt0848228/?ref_=fn_tt_tt_1,1722,English,USA,PG-13,220000000,2012,21000,8.1,1.85,123000
Color,James Gunn,653,121,571,3000,Vin Diesel,14000,333130696,Action|Adventure|Sci-Fi,Bradley Cooper,Guardians of the Galaxy ,682155,32438,Djimon Hounsou,3,bounty hunter|outer space|raccoon|talking animal|tree,http://www.imdb.com/title/tt2015381/?ref_=fn_tt_tt_1,1097,English,USA,PG-13,170000000,2014,14000,8.1,2.35,96000
Color,George Miller,739,120,750,943,Charlize Theron,27000,153629485,Action|Adventure|Sci-Fi|Thriller,Tom Hardy,Mad Max: Fury Road ,552503,40025,Zoë Kravitz,0,australia|desert|escape|on the run|post apocalypse,http://www.imdb.com/title/tt1392190/?ref_=fn_tt_tt_1,1588,English,Australia,R,150000000,2015,9000,8.1,2.35,191000
Color,Alejandro G. Iñárritu,556,156,0,733,Tom Hardy,29000,183635922,Adventure|Drama|Thriller|Western,Leonardo DiCaprio,The Revenant ,406020,57108,Lukas Haas,0,bear attack|cauterizing a wound|native american|revenge|survival,http://www.imdb.com/title/tt1663202/?ref_=fn_tt_tt_1,1188,English,USA,R,135000000,2015,27000,8.1,2.35,190000
Color,Ridley Scott,568,151,0,372,Donald Glover,13000,228430993,Adventure|Drama|Sci-Fi,Matt Damon,The Martian ,472488,14831,Benedict Wong,1,astronaut|international cooperation|left for dead|nasa|space habitat,http://www.imdb.com/title/tt3659388/?ref_=fn_tt_tt_1,1023,English,USA,PG-13,108000000,2015,801,8.1,2.35,153000
Color,Martin Scorsese,490,138,17000,163,Joseph Sikora,29000,127968405,Mystery|Thriller,Leonardo DiCaprio,Shutter Island ,786092,29585,Nellie Sciutto,0,female prisoner|plot twist|self delusion|surprise ending|year 1954,http://www.imdb.com/title/tt1130884/?ref_=fn_tt_tt_1,964,English,USA,R,80000000,2010,223,8.1,2.35,53000
Color,David Fincher,568,149,21000,625,Sela Ward,835,167735396,Crime|Drama|Mystery|Thriller,Patrick Fugit,Gone Girl ,569841,4348,Emily Ratajkowski,0,based on novel|disappearance|missing person|missing wife|murder suspect,http://www.imdb.com/title/tt2267998/?ref_=fn_tt_tt_1,1127,English,USA,R,61000000,2014,812,8.1,2.35,146000
Color,Joss Whedon,703,173,0,19000,Robert Downey Jr.,26000,623279547,Action|Adventure|Sci-Fi,Chris Hemsworth,The Avengers ,995415,87697,Scarlett Johansson,3,alien invasion|assassin|battle|iron man|soldier,http://www.imdb.com/title/tt0848228/?ref_=fn_tt_tt_1,1722,English,USA,PG-13,220000000,2012,21000,8.1,1.85,123000
Color,Tim Miller,579,108,84,361,Ed Skrein,16000,363024263,Action|Adventure|Comedy|Romance|Sci-Fi,Ryan Reynolds,Deadpool ,479047,18239,Stefan Kapicic,0,based on comic book|breaking the fourth wall|mercenary|mutant|self healing,http://www.imdb.com/title/tt1431045/?ref_=fn_tt_tt_1,1058,English,USA,R,58000000,2016,805,8.1,2.35,117000
Color,Denis Villeneuve,454,153,777,1000,Jake Gyllenhaal,20000,60962878,Crime|Drama|Mystery|Thriller,Hugh Jackman,Prisoners ,383591,37321,Dylan Minnette,2,child abduction|detective|investigation|police|sex offender,http://www.imdb.com/title/tt1392214/?ref_=fn_tt_tt_1,620,English,USA,R,46000000,2013,15000,8.1,1.85,86000
Color,Ron Howard,393,123,2000,471,Olivia Wilde,26000,26903709,Action|Biography|Drama|Sport,Chris Hemsworth,Rush ,312629,37206,Alexandra Maria Lara,0,1970s|female rear nudity|formula 1|rivalry|sex with a nurse,http://www.imdb.com/title/tt1979320/?ref_=fn_tt_tt_1,475,English,UK,R,38000000,2013,10000,8.1,2.35,83000
Color,Wes Anderson,536,99,0,670,Tom Wilkinson,13000,59073773,Adventure|Comedy|Crime|Drama,Bill Murray,The Grand Budapest Hotel ,475518,15082,F. Murray Abraham,0,first person narration|hotel|lobby boy|mentor protege relationship|painting,http://www.imdb.com/title/tt2278388/?ref_=fn_tt_tt_1,644,English,USA,R,25000000,2014,1000,8.1,1.37,149000
Color,Tate Taylor,373,146,150,2000,Bryce Dallas Howard,15000,169705587,Drama,Emma Stone,The Help ,318955,23227,Mike Vogel,2,black servant|chocolate pie|jackson mississippi|maid|writing a novel,http://www.imdb.com/title/tt1454029/?ref_=fn_tt_tt_1,460,English,USA,PG-13,25000000,2011,3000,8.1,1.85,75000
Color,Steve McQueen,597,134,0,500,Scoot McNairy,2000,56667870,Biography|Drama|History,Quvenzhané Wallis,12 Years a Slave ,439176,4251,Taran Killam,0,racism|separation from family|social injustice|torture|whipping,http://www.imdb.com/title/tt2024544/?ref_=fn_tt_tt_1,695,English,USA,R,20000000,2013,660,8.1,2.35,83000
Color,Tom McCarthy,474,128,310,77,Jamey Sheridan,745,44988180,Biography|Crime|Drama|History,Billy Crudup,Spotlight ,195333,1058,Brian d'Arcy James,2,cover up|investigation|journalist|newspaper|sexual abuse,http://www.imdb.com/title/tt1895587/?ref_=fn_tt_tt_1,409,English,USA,R,20000000,2015,168,8.1,1.85,80000
Color,Morten Tyldum,454,114,77,305,Rory Kinnear,19000,91121452,Biography|Drama|Thriller|War,Benedict Cumberbatch,The Imitation Game ,467613,20295,Allen Leech,1,crossword puzzle|cryptography|enigma code|gay lead character|world war two,http://www.imdb.com/title/tt2084970/?ref_=fn_tt_tt_1,608,English,UK,PG-13,14000000,2014,393,8.1,2.35,165000
Color,Jehane Noujaim,68,108,63,5,Ahmed Hassan,161,,Documentary|Drama|History|News,Khalid Abdalla,The Square ,6678,176,Aida Elkashef,0,,http://www.imdb.com/title/tt2486682/?ref_=fn_tt_tt_1,42,Arabic,Egypt,Not Rated,1500000,2013,10,8.1,1.85,0
