color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
 Black and White,Tony Kaye,162,101,194,602,Beverly D'Angelo,1000,6712241,Crime|Drama,Ethan Suplee,American History X ,782437,3858,Stacy Keach,2,curb stomping|neo nazi|prison|son dislikes mother's boyfriend|white supremacist,http://www.imdb.com/title/tt0120586/?ref_=fn_tt_tt_1,1420,English,USA,R,7500000,1998,816,8.6,1.85,35000
Color,Bryan Singer,162,106,0,574,Chazz Palminteri,18000,23272306,Crime|Drama|Mystery|Thriller,Kevin Spacey,The Usual Suspects ,740918,20821,Kevin Pollak,4,criminal|dirty cop|flashback|limping|suspect,http://www.imdb.com/title/tt0114814/?ref_=fn_tt_tt_1,1182,English,USA,R,6000000,1995,979,8.6,2.35,28000
Color,James Cameron,210,153,0,539,Jenette Goldstein,780,204843350,Action|Sci-Fi,Joe Morton,Terminator 2: Judgment Day ,744891,2829,S. Epatha Merkerson,0,future|liquid metal|multiple cameos|sexy woman|time travel,http://www.imdb.com/title/tt0103064/?ref_=fn_tt_tt_1,983,English,USA,R,102000000,1991,604,8.5,2.35,13000
Color,Roger Allers,186,73,28,847,Nathan Lane,2000,422783777,Adventure|Animation|Drama|Family|Musical,Matthew Broderick,The Lion King ,644348,6458,Niketa Calame,0,king|prince|scar|uncle|unnecessary guilt,http://www.imdb.com/title/tt0110357/?ref_=fn_tt_tt_1,656,English,USA,G,45000000,1994,886,8.5,1.66,17000
Color,Frank Darabont,186,189,0,693,Jeffrey DeMunn,15000,136801374,Crime|Drama|Fantasy|Mystery,Tom Hanks,The Green Mile ,782610,17716,Michael Jeter,0,1930s|death row inmate|healing|prison guard|southern u.s.,http://www.imdb.com/title/tt0120689/?ref_=fn_tt_tt_1,1377,English,USA,R,60000000,1999,745,8.5,1.85,30000
Color,Majid Majidi,46,89,373,27,Amir Farrokh Hashemian,36,925402,Drama|Family,Bahare Seddiqi,Children of Heaven ,27882,100,Mohammad Amir Naji,0,class|gardening|race|school|shoe,http://www.imdb.com/title/tt0118849/?ref_=fn_tt_tt_1,130,Persian,Iran,PG,180000,1997,35,8.5,1.85,0
Color,Mel Gibson,132,178,0,403,Patrick McGoohan,906,75600000,Biography|Drama|History|War,Mhairi Calvey,Braveheart ,736638,1976,James Robinson,1,14th century|legend|revolt|scotland|tyranny,http://www.imdb.com/title/tt0112573/?ref_=fn_tt_tt_1,1065,English,USA,R,72000000,1995,466,8.4,2.35,17000
Color,Hayao Miyazaki,174,134,6000,745,Jada Pinkett Smith,893,2298191,Adventure|Animation|Fantasy,Minnie Driver,Princess Mononoke ,221552,2710,Billy Crudup,0,anime|cult film|forest|princess|studio ghibli,http://www.imdb.com/title/tt0119698/?ref_=fn_tt_tt_1,570,Japanese,Japan,PG-13,2400000000,1997,851,8.4,1.85,11000
Color,Sam Mendes,176,122,0,158,Peter Gallagher,18000,130058047,Drama,Kevin Spacey,American Beauty ,822500,19078,Ara Celi,0,domestic violence|drug dealer|homosexuality|midlife crisis|unfaithfulness,http://www.imdb.com/title/tt0169547/?ref_=fn_tt_tt_1,2715,English,USA,R,15000000,1999,828,8.4,2.35,22000
Color,Quentin Tarantino,173,99,16000,455,Steve Buscemi,16000,2812029,Crime|Drama|Thriller,Quentin Tarantino,Reservoir Dogs ,664719,28994,Chris Penn,0,gang|heist|heist gone wrong|nonlinear timeline|robbery,http://www.imdb.com/title/tt0105236/?ref_=fn_tt_tt_1,931,English,USA,R,1200000,1992,12000,8.4,2.35,19000
Color,Curtis Hanson,177,138,161,210,Matt McCoy,18000,64604977,Crime|Drama|Mystery|Thriller,Kevin Spacey,L.A. Confidential ,414219,19129,Paul Guilfoyle,2,1950s|call girl|corruption|murder|police detective,http://www.imdb.com/title/tt0119488/?ref_=fn_tt_tt_1,625,English,USA,R,35000000,1997,398,8.3,2.35,11000
Color,John Lasseter,166,74,487,802,John Ratzenberger,15000,191796233,Adventure|Animation|Comedy|Family|Fantasy,Tom Hanks,Toy Story ,623757,19046,Jim Varney,1,claw crane|cowboy|jealousy|rivalry|toy,http://www.imdb.com/title/tt0114709/?ref_=fn_tt_tt_1,391,English,USA,G,30000000,1995,1000,8.3,1.85,0
Color,Clint Eastwood,131,131,16000,638,Morgan Freeman,16000,101157447,Drama|Western,Clint Eastwood,Unforgiven ,277505,28544,Frances Fisher,1,englishman|leaving flowers on a grave|one last job|reputation|visiting wife's grave,http://www.imdb.com/title/tt0105695/?ref_=fn_tt_tt_1,495,English,USA,R,14400000,1992,11000,8.3,2.35,10000
Color,Gus Van Sant,161,126,835,893,Matt Damon,49000,138339411,Drama,Robin Williams,Good Will Hunting ,604904,63710,Minnie Driver,2,friend|genius|janitor|loss of wife|professor,http://www.imdb.com/title/tt0119217/?ref_=fn_tt_tt_1,682,English,USA,R,10000000,1997,13000,8.3,1.85,31000
Color,Steve James,53,170,23,2,Arthur Agee,7,7830611,Documentary|Drama|Sport,William Gates,Hoop Dreams ,18980,15,Isiah Thomas,0,athlete|basketball|high school|high school student|school,http://www.imdb.com/title/tt0110057/?ref_=fn_tt_tt_1,74,English,USA,PG-13,700000,1994,6,8.3,1.33,0
Color,Martin Scorsese,133,178,17000,574,Don Rickles,22000,42438300,Biography|Crime|Drama,Robert De Niro,Casino ,333542,24183,Kevin Pollak,2,car bomb|card cheat|cash|casino|gambling syndicate,http://www.imdb.com/title/tt0112641/?ref_=fn_tt_tt_1,533,English,USA,R,52000000,1995,721,8.2,2.35,11000
Color,Joel Coen,249,117,0,12000,Jeff Bridges,22000,17439163,Comedy|Crime,Philip Seymour Hoffman,The Big Lebowski ,537419,47728,Steve Buscemi,1,death|drug|nihilism|rug|white russian,http://www.imdb.com/title/tt0118715/?ref_=fn_tt_tt_1,1028,English,USA,R,15000000,1998,12000,8.2,1.85,35000
Color,Danny Boyle,134,94,0,557,Shirley Henderson,2000,16501785,Drama,Kelly Macdonald,Trainspotting ,469561,3559,Ewen Bremner,4,drug culture|drugs|filthy toilet|heroin addict|heroin withdrawal,http://www.imdb.com/title/tt0117951/?ref_=fn_tt_tt_1,514,English,UK,R,3500000,1996,887,8.2,1.85,21000
Color,Guy Ritchie,116,120,0,452,Jason Flemyng,26000,3650677,Comedy|Crime,Jason Statham,"Lock, Stock and Two Smoking Barrels ",414976,28294,Dexter Fletcher,1,antique|cockney accent|hatchet|money|shotgun,http://www.imdb.com/title/tt0120735/?ref_=fn_tt_tt_1,523,English,UK,R,960000,1998,1000,8.2,1.85,21000
Color,Steven Spielberg,308,127,14000,191,Ariana Richards,967,356784000,Adventure|Sci-Fi|Thriller,Wayne Knight,Jurassic Park ,613473,2129,Bob Peck,0,dinosaur|jurassic park|survival|theme park|tyrannosaurus rex,http://www.imdb.com/title/tt0107290/?ref_=fn_tt_tt_1,895,English,USA,PG-13,63000000,1993,610,8.1,1.85,19000
Color,Peter Weir,213,103,608,576,Noah Emmerich,2000,125603360,Comedy|Drama|Sci-Fi,Natascha McElhone,The Truman Show ,667983,3698,Peter Krause,1,controlled environment|fictional reality show|hidden camera|innocence lost|simulated reality,http://www.imdb.com/title/tt0120382/?ref_=fn_tt_tt_1,877,English,USA,PG,60000000,1998,617,8.1,1.85,18000
Color,M. Night Shyamalan,234,107,0,766,Haley Joel Osment,13000,293501675,Drama|Mystery|Thriller,Bruce Willis,The Sixth Sense ,704766,17540,Olivia Williams,0,able to see the dead|ghost|plot twist|psychic|surprise ending,http://www.imdb.com/title/tt0167404/?ref_=fn_tt_tt_1,2073,English,USA,PG-13,40000000,1999,3000,8.1,1.85,14000
Color,Harold Ramis,147,101,11000,512,Chris Elliott,13000,70906973,Comedy|Fantasy|Romance,Bill Murray,Groundhog Day ,437418,15500,Willie Garson,1,cult film|existentialism|groundhog day|time loop|trapped in a time loop,http://www.imdb.com/title/tt0107048/?ref_=fn_tt_tt_1,609,English,USA,PG,14600000,1993,571,8.1,1.85,38000
Color,Richard Linklater,121,105,0,4,Hans Weingartner,15,5400000,Drama|Romance,Hanno Pöschl,Before Sunrise ,183288,36,Dominik Castell,1,american|conversations|kiss|love|train,http://www.imdb.com/title/tt0112471/?ref_=fn_tt_tt_1,395,English,USA,R,2500000,1995,12,8.1,1.85,22000
Color,Thomas Vinterberg,98,105,346,141,Paprika Steen,280,1647780,Drama,Ulrich Thomsen,The Celebration ,65951,821,Trine Dyrholm,1,dogme 95|family secret|haunted by the past|secret|speech,http://www.imdb.com/title/tt0154420/?ref_=fn_tt_tt_1,258,Danish,Denmark,R,1300000,1998,278,8.1,1.33,5000
Color,Brad Bird,162,90,663,521,Harry Connick Jr.,14000,23159305,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,Vin Diesel,The Iron Giant ,128455,16358,M. Emmet Walsh,1,boy|friend|government agent|maine|robot,http://www.imdb.com/title/tt0129167/?ref_=fn_tt_tt_1,514,English,USA,PG,70000000,1999,631,8,2.35,0
 Black and White,Oliver Stone,125,206,0,4,Jay O. Sanders,433,70405498,Drama|History|Thriller,Sally Kirkland,JFK ,113472,698,Cheryl Penland,1,death|gay slur|homosexuality|investigation|president,http://www.imdb.com/title/tt0102138/?ref_=fn_tt_tt_1,442,English,France,R,40000000,1991,256,8,2.35,0
Color,Paul Thomas Anderson,224,188,0,272,Neil Flynn,786,22450975,Drama,Patton Oswalt,Magnolia ,241030,1906,Jim Meskimen,1,abusive father|coincidence|fictional game show|fictional quiz show|multiple storyline,http://www.imdb.com/title/tt0175880/?ref_=fn_tt_tt_1,1437,English,USA,R,37000000,1999,625,8,2.35,13000
Color,Taylor Hackford,12,330,138,672,Jesse Borrego,848,4496583,Crime|Drama,Delroy Lindo,"Blood In, Blood Out ",23181,3227,Raymond Cruz,2,1970s|1980s|barrio|gang war|mexican,http://www.imdb.com/title/tt0106469/?ref_=fn_tt_tt_1,129,English,USA,R,35000000,1993,674,8,1.66,6000
Color,Ron Clements,124,90,63,631,Frank Welker,49000,217350219,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,Robin Williams,Aladdin ,260939,52970,Scott Weinger,0,arab|genie|magic|princess|reference to a thousand and one nights,http://www.imdb.com/title/tt0103639/?ref_=fn_tt_tt_1,244,English,USA,G,28000000,1992,2000,8,1.33,0
Color,Kevin Costner,92,236,0,232,Michael Spears,933,184208848,Adventure|Drama|Western,Mary McDonnell,Dances with Wolves ,186485,2398,Maury Chaykin,1,friendship|frontier|honor|outpost|soldier,http://www.imdb.com/title/tt0099348/?ref_=fn_tt_tt_1,382,English,USA,PG-13,22000000,1990,839,8,2.35,0
Color,Tony Scott,122,121,12000,975,Gary Oldman,11000,12281500,Action|Crime|Drama|Romance|Thriller,Brad Pitt,True Romance ,163492,23602,Michael Rapaport,3,aspiring actor|cocaine|drugs|pimp|suitcase full of money,http://www.imdb.com/title/tt0108399/?ref_=fn_tt_tt_1,460,English,USA,R,13000000,1993,10000,8,2.35,15000
Color,David Lynch,143,112,0,201,Richard Farnsworth,874,6197866,Biography|Drama,Sissy Spacek,The Straight Story ,63733,1351,Everett McGill,0,cane|iowa|lawn mower|tractor|wisconsin,http://www.imdb.com/title/tt0166896/?ref_=fn_tt_tt_1,414,English,France,G,10000000,1999,262,8,2.35,0
Color,Billy Bob Thornton,104,148,0,263,Dwight Yoakam,3000,24475416,Drama,Robert Duvall,Sling Blade ,72443,3967,J.T. Walsh,0,friend|mental institution|murder|repair shop|small town,http://www.imdb.com/title/tt0117666/?ref_=fn_tt_tt_1,309,English,USA,R,890000,1996,324,8,1.85,0
Color,Walter Salles,71,113,179,11,Matheus Nachtergaele,119,5595428,Drama,Fernanda Montenegro,Central Station ,28951,167,Othon Bastos,0,brazil|letter|rio de janeiro brazil|sertao|teacher,http://www.imdb.com/title/tt0140888/?ref_=fn_tt_tt_1,257,Portuguese,Brazil,R,2900000,1998,14,8,2.35,0
Color,John Lasseter,191,82,487,967,John Ratzenberger,15000,245823397,Adventure|Animation|Comedy|Family|Fantasy,Tom Hanks,Toy Story 2 ,385871,21275,Wayne Knight,2,collector|dog|friend|rescue|toy,http://www.imdb.com/title/tt0120363/?ref_=fn_tt_tt_1,515,English,USA,G,90000000,1999,1000,7.9,1.85,0
Color,Michael Mann,209,157,0,680,Rip Torn,14000,28965197,Biography|Drama|Thriller,Al Pacino,The Insider ,133526,18216,Debi Mazar,1,cbs|cbs news|research|tobacco|whistleblower,http://www.imdb.com/title/tt0140352/?ref_=fn_tt_tt_1,521,English,USA,R,68000000,1999,826,7.9,2.35,0
Color,Tim Burton,111,105,13000,658,Dianne Wiest,40000,56362352,Fantasy|Romance,Johnny Depp,Edward Scissorhands ,357581,42330,Conchata Ferrell,0,creation|inventor|magical realism|scissors|suburb,http://www.imdb.com/title/tt0099487/?ref_=fn_tt_tt_1,588,English,USA,PG-13,20000000,1990,967,7.9,1.85,16000
 Black and White,Tim Burton,148,127,13000,940,Bill Murray,40000,5887457,Biography|Comedy|Drama,Johnny Depp,Ed Wood ,142416,56585,Martin Landau,1,1950s|director|friend|friendship|transvestism,http://www.imdb.com/title/tt0109707/?ref_=fn_tt_tt_1,420,English,USA,R,18000000,1994,13000,7.9,1.85,0
Color,James Ivory,58,134,133,258,Peter Vaughan,12000,22954968,Drama|Romance,Anthony Hopkins,The Remains of the Day ,45703,12749,Ben Chaplin,1,butler|housekeeper|manor|servant|service,http://www.imdb.com/title/tt0107943/?ref_=fn_tt_tt_1,156,English,UK,PG,11500000,1993,310,7.9,2.35,0
